gene,annotation,ensembl_gene_id,depmap,trct_ab,trct_sm,trct_om,lit_egfr,lit_nsclc,lit_egfr_norm,lit_nsclc_norm,lit_total,L2_egfr,L2_nsclc,n_neighbours,n_edges,degree,pagerank,betweenness,full_screen,KO_osi,KO_gefi,KO_all,A_osi,A_gefi,A_all,clin_ES1,clin_ES2,clin_ES3,RNAseq_adjpval,RNAseq_LFC
MBD3,methyl-CpG binding domain protein 3,ENSG00000071655,nonessential,0,0,0,0,0,0.00,0.00,482,30.2,20.9,660,1043,42,1.84167278,42194.65907,1,0,1,1,0,0,0,0,0,0,1,0
C12orf54,chromosome 12 open reading frame 54,ENSG00000177627,nonessential,0,0,0,0,0,0.00,0.00,4,27.6,23.7,68,72,0,0.15,0,1,0,1,1,0,0,0,0,0,0,1,0
SIK3,SIK family kinase 3,ENSG00000160584,nonessential,0,3,0,0,0,0.00,0.00,208,27.5,19.1,5520,5713,10,0.537513394,1059.153073,1,0,1,1,0,0,0,0,0,0,5.46E-05,0.5
DGKA,diacylglycerol kinase alpha,ENSG00000065357,nonessential,5,0,0,0,0,0.00,0.00,314,19.6,20.7,607,808,6,0.422876407,8672.347832,1,0,1,1,0,0,0,0,0,0,1.85E-05,1.2
B4GALNT1,"beta-1,4-N-acetyl-galactosaminyltransferase 1",ENSG00000135454,nonessential,3,0,0,0,0,0.00,0.00,258,28.8,18.4,443,545,1,0.209855231,0,1,0,1,1,0,0,0,0,0,0,1,0
SOAT2,sterol O-acyltransferase 2,ENSG00000167780,nonessential,3,3,0,0,0,0.00,0.00,181,28.9,18.5,1984,2173,0,0.15,0,1,0,1,1,0,0,0,0,0,0,1,0
RFWD2,NA,ENSG00000143207,nonessential,0,0,0,0,0,0.00,0.00,0,24.9,16.8,498,705,14,0.676099418,1136.665096,3,2,1,3,0,0,0,0,0,0,1,0
WNT10B,Wnt family member 10B,ENSG00000169884,nonessential,6,0,0,0,0,0.00,0.00,1112,25.3,19.4,1064,1768,1,0.209855231,0,1,0,1,1,0,0,0,0,0,0,1,0
GRASP,general receptor for phosphoinositides 1 associated scaffold protein,ENSG00000161835,nonessential,4,0,0,0,0,0.00,0.00,11,22.2,19,262,352,8,0.557855269,517.4828688,1,0,1,1,0,0,0,0,0,0,1,0
ADCY6,adenylate cyclase 6,ENSG00000174233,nonessential,6,0,0,0,0,0.00,0.00,342,24.5,19.9,1312,1566,5,0.407826725,3931.41905,1,0,1,1,0,0,0,0,0,0,1.63E-05,0.6
ZBTB39,zinc finger and BTB domain containing 39,ENSG00000166860,nonessential,0,0,0,0,0,0.00,0.00,6,25.4,18.2,214,222,1,0.209855231,0,1,0,1,1,0,0,0,0,0,0,1,0
SPRED2,sprouty related EVH1 domain containing 2,ENSG00000198369,nonessential,6,0,0,0,0,0.00,0.00,182,28.1,18.7,845,1037,6,0.421804178,2576.032645,3,1,2,3,0,0,0,0,0,0,4.05E-16,-2
PMEL,premelanosome protein,ENSG00000185664,nonessential,5,0,0,0,0,0.00,0.00,2346,30,22.7,1205,1890,0,0.15,0,1,0,1,1,0,0,0,0,0,0,4.93E-04,1
ITGA7,integrin subunit alpha 7,ENSG00000135424,nonessential,5,0,0,0,0,0.00,0.00,659,25.2,19.1,861,1167,8,0.596308193,24266.74371,1,0,1,1,0,0,0,0,0,0,1,0
AQP2,aquaporin 2,ENSG00000167580,nonessential,6,0,0,0,0,0.00,0.00,1517,33.5,27.1,1158,2261,2,0.280188451,3668.874955,1,0,1,1,0,0,0,0,0,0,1,0
NABP2,nucleic acid binding protein 2,ENSG00000139579,nonessential,0,0,0,0,0,0.00,0.00,114,22.2,18.5,399,488,6,0.378640996,35.13597073,1,0,1,1,0,0,0,0,0,0,1.44E-09,-0.7
HOXC4,homeobox C4,ENSG00000198353,nonessential,0,0,0,0,0,0.00,0.00,274,25.4,13.2,502,664,9,0.539146156,412.852051,1,0,1,1,0,0,0,0,0,0,1,0
ZBTB7A,zinc finger and BTB domain containing 7A,ENSG00000178951,nonessential,0,0,0,0,0,0.00,0.00,394,26.7,20.8,812,1132,22,0.908492189,653.2968949,1,0,1,1,0,0,0,0,0,0,1,0
ERBB3,erb-b2 receptor tyrosine kinase 3,ENSG00000065361,nonessential,8,9,0,0,0,0.00,0.00,5253,9.7,19.3,2912,4649,68,2.980212154,26598.41089,1,0,1,1,0,0,0,0.25,0,0.5,7.98E-07,1.7
CPNE8,copine 8,ENSG00000139117,nonessential,2,0,0,0,0,0.00,0.00,34,27.4,15.3,318,335,2,0.244407371,0,1,0,1,1,0,0,0,0,0,0,1,0
ATF7,activating transcription factor 7,ENSG00000170653,nonessential,0,0,0,0,0,0.00,0.00,303,29.6,17.5,482,711,42,1.97992558,61193.0074,1,0,1,1,0,0,0,0,0,0,1,0
PAWR,pro-apoptotic WT1 regulator,ENSG00000177425,nonessential,5,0,0,0,0,0.00,0.00,407,21.4,20.8,1312,1796,21,1.122976972,28225.7697,3,1,2,3,0,0,0,0,0,0,9.68E-05,0.6
WWP2,WW domain containing E3 ubiquitin protein ligase 2,ENSG00000198373,nonessential,0,0,0,0,0,0.00,0.00,343,19.5,16.4,1279,1774,59,2.623688744,50720.86815,1,0,1,1,0,0,0,0,0,0,1,0
RARG,retinoic acid receptor gamma,ENSG00000172819,nonessential,0,9,0,0,0,0.00,0.00,1477,24.8,17.9,7907,8990,35,1.661495388,27315.34356,3,1,2,3,0,0,0,0,0,0,1,0
VGLL4,vestigial like family member 4,ENSG00000144560,nonessential,0,0,0,0,0,0.00,0.00,146,26.6,17.6,603,734,6,0.427870056,508.4470611,3,1,2,3,0,0,0,0,0,0,5.65E-10,0.7
ASB8,ankyrin repeat and SOCS box containing 8,ENSG00000177981,nonessential,0,0,0,0,0,0.00,0.00,19,25.7,20.5,237,281,6,0.408477324,141.8685197,1,0,1,1,0,0,0,0,0,0,0.006764228,0.3
HOXC9,homeobox C9,ENSG00000180806,nonessential,0,0,0,0,0,0.00,0.00,311,25.8,17.3,526,728,18,1.060942836,31046.99427,1,0,1,1,0,0,0,0,0,0,1,0
BCL2L11,BCL2 like 11,ENSG00000153094,nonessential,4,6,0,0,0,0.00,0.00,1489,30.3,21.5,2762,3606,32,1.482495205,34803.09972,5,3,2,5,0,0,0,0,0,0,1.28E-05,0.6
THAP4,THAP domain containing 4,ENSG00000176946,nonessential,0,6,0,0,0,0.00,0.00,228,21.9,15.9,244,277,6,0.39218854,501.0045606,1,0,1,1,0,0,0,0,0,0,1.01E-04,-0.6
ARIH2,ariadne RBR E3 ubiquitin protein ligase 2,ENSG00000177479,nonessential,0,0,0,0,0,0.00,0.00,69,24.1,20,486,667,47,2.141094692,34554.19905,3,2,1,3,0,0,0,0,0,0,2.89E-10,-0.7
EIF4E2,eukaryotic translation initiation factor 4E family member 2,ENSG00000135930,nonessential,0,6,0,0,0,0.00,0.00,246,23.6,17.1,523,770,52,2.200453317,45839.84895,1,0,1,1,0,0,0,0,0,0,1,0
SMARCA4,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4",ENSG00000127616,nonessential,0,6,0,0,0,0.00,0.00,1897,33.9,20.5,3765,5542,161,5.707872386,92088.64621,2,1,1,2,0,0,0,0.6,0,0.62,1,0
TRIP12,thyroid hormone receptor interactor 12,ENSG00000153827,nonessential,0,0,0,0,0,0.00,0.00,92,30,19.1,622,747,24,1.184692322,35375.83015,1,1,0,1,0,0,0,0,0,0,1,0
MED23,mediator complex subunit 23,ENSG00000112282,nonessential,0,3,0,0,0,0.00,0.00,171,26.4,16.3,719,978,50,1.922299517,16320.09581,1,1,0,1,0,0,0,0,0,0,1.69E-07,0.6
STK40,serine/threonine kinase 40,ENSG00000196182,nonessential,0,2,0,0,0,0.00,0.00,93,24.9,17.1,399,465,4,0.323666295,174.8316491,4,2,2,4,0,0,0,0,0,0,1,0
WRAP53,WD repeat containing antisense to TP53,ENSG00000141499,nonessential,0,0,0,0,0,0.00,0.00,299,21.9,20.4,491,652,2,0.235966967,0,1,1,0,1,0,0,0,0,0,0,1.22E-05,-1
RAB35,"RAB35, member RAS oncogene family",ENSG00000111737,nonessential,6,6,0,0,0,0.00,0.00,452,26.8,18.5,527,776,16,0.861097536,6436.482387,2,1,1,2,0,0,0,0,0,0,2.24E-04,-0.3
SMARCD1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1",ENSG00000066117,nonessential,0,0,0,0,0,0.00,0.00,232,24.4,17,919,1297,64,2.546760767,46706.91215,1,0,1,1,0,0,0,0,0,0,1,0
NPEPPS,aminopeptidase puromycin sensitive,ENSG00000141279,essential,0,8,0,0,0,0.00,0.00,185,27.3,19,652,830,19,0.847433623,3142.027962,1,0,1,1,0,0,0,0,0,0,9.96E-08,0.8
CXXC1,CXXC finger protein 1,ENSG00000154832,essential,0,0,0,0,0,0.00,0.00,128,25.7,17.2,493,624,18,0.82320055,3530.945324,2,1,1,2,0,0,0,0,0,0,1,0
STRAP,serine/threonine kinase receptor associated protein,ENSG00000023734,essential,0,0,0,0,0,0.00,0.00,205,21.1,19.8,607,920,49,1.933204157,13299.6437,1,0,1,1,0,0,0,0,0,0,6.84E-10,-0.6
SUPT20H,"SPT20 homolog, SAGA complex component",ENSG00000102710,nonessential,0,0,0,0,0,0.00,0.00,561,24.8,21.8,329,409,7,0.442579242,612.5978355,2,1,1,2,0,0,0,0,0,0,1,0
UNC45A,unc-45 myosin chaperone A,ENSG00000140553,essential,0,0,0,0,0,0.00,0.00,59,24.5,20.4,426,518,14,0.720184203,2367.562583,2,1,1,2,0,0,0,0,0,0,1.85E-08,0.4
SPATA5,spermatogenesis associated 5,ENSG00000145375,essential,0,0,0,0,0,0.00,0.00,483,34.1,24.9,394,520,1,0.209855231,0,1,0,1,1,0,0,0,0,0,0,3.06E-08,-1.1
NFRKB,nuclear factor related to kappaB binding protein,ENSG00000170322,essential,0,0,0,0,0,0.00,0.00,52,23.7,18,373,479,5,0.353901092,92.37154692,1,1,0,1,0,0,0,0,0,0,1,0
NHLRC2,NHL repeat containing 2,ENSG00000196865,essential,5,0,0,0,0,0.00,0.00,25,20.8,17.2,403,434,2,0.258943103,0,4,2,2,4,0,0,0,0,0,0,1.44E-05,-0.5
TKT,transketolase,ENSG00000163931,essential,0,6,0,0,0,0.00,0.00,2325,29.7,21.9,1777,2723,23,0.984308105,4419.530504,1,0,1,1,0,0,0,0,0,0,1.53E-09,0.7
DPH5,diphthamide biosynthesis 5,ENSG00000117543,nonessential,0,0,0,0,0,0.00,0.00,55,24.2,18.3,215,239,1,0.209855231,0,3,2,1,3,0,0,0,0,0,0,1,0
CXorf56,chromosome X open reading frame 56,ENSG00000018610,nonessential,0,0,0,0,0,0.00,0.00,7,22.7,17.4,131,150,6,0.459373529,11437.69299,2,1,1,2,0,0,0,0,0,0,1,0
PGP,phosphoglycolate phosphatase,ENSG00000184207,nonessential,0,0,0,0,0,0.00,0.00,376,30.7,20.2,594,853,3,0.289160446,468.1890352,1,0,1,1,0,0,0,0,0,0,8.97E-13,-1.4
MYH9,myosin heavy chain 9,ENSG00000100345,nonessential,5,0,0,0,0,0.00,0.00,1546,33.1,20.8,2356,3393,72,2.945736568,98103.25,3,1,2,3,0,0,0,0,0,0,1,0
DPH2,DPH2 homolog,ENSG00000132768,essential,0,0,0,0,0,0.00,0.00,48,23.2,14.4,506,551,3,0.425511581,27837.92332,4,2,2,4,0,0,0,0,0,0,2.22E-05,-0.6
NCAPH2,non-SMC condensin II complex subunit H2,ENSG00000025770,essential,0,0,0,0,0,0.00,0.00,116,25.4,16,359,514,14,0.770626402,570.6026479,1,0,1,1,0,0,0,0,0,0,7.48E-09,-0.8
TCEB2,NA,ENSG00000103363,essential,0,6,0,0,0,0.00,0.00,0,30.4,20.1,835,1125,40,1.796207216,29480.43847,2,1,1,2,0,0,0,0,0,0,1,0
SUZ12,SUZ12 polycomb repressive complex 2 subunit,ENSG00000178691,nonessential,0,6,0,0,0,0.00,0.00,2048,33.6,21.3,6498,7674,33,1.389866059,11148.14718,3,2,1,3,0,0,0,0,0,0,3.27E-15,-0.8
RMI2,RecQ mediated genome instability 2,ENSG00000175643,nonessential,0,6,0,0,0,0.00,0.00,211,29.8,20.5,293,360,6,0.431955358,0,1,0,1,1,0,0,0,0,0,0,9.02E-16,-1.6
HUWE1,"HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase",ENSG00000086758,essential,5,6,0,0,0,0.00,0.00,585,29.6,21,1347,1803,43,1.814556725,42324.42856,1,0,1,1,0,0,0,0,0,0,1,0
LSM11,"LSM11, U7 small nuclear RNA associated",ENSG00000155858,essential,0,0,0,0,0,0.00,0.00,51,25,17.6,250,309,6,0.35228129,9.523986565,1,0,1,1,0,0,0,0,0,0,1.28E-04,-0.5
MED12,mediator complex subunit 12,ENSG00000184634,nonessential,0,0,0,0,0,0.00,0.00,356,25.1,18.6,1089,1567,53,2.044133453,13056.91278,4,3,1,4,0,0,0,0.3,0,0.33,2.53E-11,0.8
FAM49B,NA,ENSG00000153310,unknown,5,0,0,0,0,0.00,0.00,0,23.8,20.2,412,485,4,0.326032109,21.32554128,1,0,1,1,0,0,0,0,0,0,1,0
SMARCE1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1",ENSG00000073584,essential,0,0,0,1,0,0.38,0.00,261,29.4,17.3,777,1161,84,3.202643656,53794.10212,1,1,0,1,0,0,0,0,0,0,1,0
TGIF1,TGFB induced factor homeobox 1,ENSG00000177426,nonessential,0,0,0,0,0,0.00,0.00,322,23.8,20.2,1220,1484,30,1.41034959,11503.38202,1,1,0,1,0,0,0,0,0,0,2.60E-12,0.7
PTBP1,polypyrimidine tract binding protein 1,ENSG00000011304,essential,0,4,0,0,0,0.00,0.00,1273,19.4,19.8,1311,2002,63,2.443236419,51341.11612,2,1,1,2,0,0,0,0,0,0,5.00E-12,-0.6
KIAA0907,NA,ENSG00000132680,nonessential,0,0,0,0,0,0.00,0.00,0,26,14.2,639,689,5,0.342907174,2.557491088,2,1,1,2,0,0,0,0,0,0,1,0
TXNDC17,thioredoxin domain containing 17,ENSG00000129235,nonessential,0,0,0,0,0,0.00,0.00,33,22.2,17.6,231,288,13,0.767234721,23321.46789,1,1,0,1,0,0,0,0,0,0,3.18E-05,-1
PSME3,proteasome activator subunit 3,ENSG00000131467,nonessential,0,0,0,0,0,0.00,0.00,246,25.5,17.8,1199,1620,59,2.396280183,36238.57195,1,1,0,1,0,0,0,0,0,0,1.51E-14,-0.8
RASA2,RAS p21 protein activator 2,ENSG00000155903,nonessential,0,0,0,0,0,0.00,0.00,162,26,19.1,503,605,2,0.25305225,0,1,1,0,1,0,0,0,0,0,0,1,0
WDR48,WD repeat domain 48,ENSG00000114742,nonessential,0,6,0,0,0,0.00,0.00,179,24.8,18.3,528,824,68,3.350515554,70870.3614,1,1,0,1,0,0,0,0,0,0,5.71E-06,0.4
CDC42BPB,CDC42 binding protein kinase beta,ENSG00000198752,nonessential,6,6,0,0,0,0.00,0.00,84,52.9,49.7,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,1,0
CTNND1,catenin delta 1,ENSG00000198561,nonessential,6,0,0,5,0,0.29,0.00,1736,29.5,22.2,1564,2556,42,1.866826918,30469.27484,1,1,0,1,0,0,0,0,0,0,2.00E-06,0.5
EIF3L,eukaryotic translation initiation factor 3 subunit L,ENSG00000100129,essential,0,0,0,0,0,0.00,0.00,81,27,19.9,422,565,27,1.072535074,1804.208038,2,2,0,2,0,0,0,0,0,0,1,0
MED13,mediator complex subunit 13,ENSG00000108510,nonessential,0,0,0,0,0,0.00,0.00,201,29.9,21.9,534,710,38,1.396939641,2944.182196,1,1,0,1,0,0,0,0,0,0,1,0
PHF12,PHD finger protein 12,ENSG00000109118,essential,0,0,0,0,0,0.00,0.00,21,26.6,17.2,372,416,4,0.281965427,3.862164266,1,0,1,1,0,0,0,0,0,0,1,0
UFL1,UFM1 specific ligase 1,ENSG00000014123,essential,0,0,0,0,0,0.00,0.00,58,21.6,20.1,362,444,13,0.637457544,976.4843995,1,1,0,1,0,0,0,0,0,0,2.26E-04,0.3
FBXL20,F-box and leucine rich repeat protein 20,ENSG00000108306,nonessential,0,0,0,0,0,0.00,0.00,51,22.7,17.9,344,384,1,0.209855231,0,1,0,1,1,0,0,0,0,0,0,3.18E-11,0.7
PTPN12,"protein tyrosine phosphatase, non-receptor type 12",ENSG00000127947,nonessential,1,3,0,0,0,0.00,0.00,404,23.4,15,1094,1564,57,2.602557653,50594.33531,2,1,1,2,0,0,0,0,0,0,5.13E-04,-0.4
TFPT,TCF3 fusion partner,ENSG00000105619,unknown,0,0,0,0,0,0.00,0.00,40,31.4,20.4,339,452,29,1.326386096,12495.87393,1,1,0,1,0,0,0,0,0,0,1,0
TFPT,TCF3 fusion partner,ENSG00000273833,unknown,0,0,0,0,0,0.00,0.00,40,52.9,49.7,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
TFPT,TCF3 fusion partner,ENSG00000274073,unknown,0,0,0,0,0,0.00,0.00,40,52.9,49.7,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
TFPT,TCF3 fusion partner,ENSG00000275086,unknown,0,0,0,0,0,0.00,0.00,40,52.9,49.7,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
TFPT,TCF3 fusion partner,ENSG00000276022,unknown,0,0,0,0,0,0.00,0.00,40,52.9,49.7,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
TFPT,TCF3 fusion partner,ENSG00000276263,unknown,0,0,0,0,0,0.00,0.00,40,52.9,49.7,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
TFPT,TCF3 fusion partner,ENSG00000276296,unknown,0,0,0,0,0,0.00,0.00,40,52.9,49.7,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
TFPT,TCF3 fusion partner,ENSG00000276323,unknown,0,0,0,0,0,0.00,0.00,40,52.9,49.7,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
TFPT,TCF3 fusion partner,ENSG00000276504,nonessential,0,0,0,0,0,0.00,0.00,40,52.9,49.7,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
TFPT,TCF3 fusion partner,ENSG00000278161,unknown,0,0,0,0,0,0.00,0.00,40,52.9,49.7,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
C17orf104,NA,ENSG00000180336,nonessential,0,0,0,0,0,0.00,0.00,0,23.9,14.5,276,297,0,0.15,0,1,1,0,1,0,0,0,0,0,0,1,0
MED15,mediator complex subunit 15,ENSG00000099917,nonessential,0,0,0,0,0,0.00,0.00,167,22.4,14.9,634,898,50,1.865746325,12085.16235,3,2,1,3,0,0,0,0,0,0,0.00176142,0.4
ZSWIM6,zinc finger SWIM-type containing 6,ENSG00000130449,nonessential,0,0,0,0,0,0.00,0.00,20,24.9,16.5,359,389,1,0.189792543,0,2,1,1,2,0,0,0,0,0,0,1,0
DDX1,DEAD-box helicase 1,ENSG00000079785,essential,0,0,0,0,0,0.00,0.00,372,29.7,20.1,930,1207,31,1.22540448,3401.754162,1,0,1,1,0,0,0,0,0,0,7.51E-06,-0.3
GRWD1,glutamate rich WD repeat containing 1,ENSG00000105447,essential,0,0,0,0,0,0.00,0.00,63,26.3,14.8,740,852,23,0.959260073,5998.675486,1,0,1,1,0,0,0,0,0,0,3.48E-10,-0.9
TSC1,tuberous sclerosis 1,ENSG00000165699,nonessential,6,0,0,0,0,0.00,0.00,4138,34,26.5,1910,3132,54,2.315802044,32521.15146,1,1,0,1,0,0,0,0.67,0,0.42,1.15E-08,0.6
SPATA5L1,spermatogenesis associated 5 like 1,ENSG00000171763,essential,0,0,0,0,0,0.00,0.00,18,27.5,21.3,251,289,2,0.245129674,0,1,0,1,1,0,0,0,0,0,0,0.004833636,-0.4
EWSR1,EWS RNA binding protein 1,ENSG00000182944,essential,6,3,0,0,0,0.00,0.00,1692,35.9,23.2,1808,2754,201,9.908699315,532514.4686,2,1,1,2,0,0,0,0,0,1,2.55E-04,-0.3
OXSM,"3-oxoacyl-ACP synthase, mitochondrial",ENSG00000151093,nonessential,0,6,0,0,0,0.00,0.00,605,26.6,23.9,364,461,1,0.206268822,0,1,1,0,1,0,0,0,0,0,0,1,0
TXNRD1,thioredoxin reductase 1,ENSG00000198431,nonessential,0,9,0,0,0,0.00,0.00,1248,28.2,19.1,2625,3661,8,0.722924084,34465.11096,3,2,1,3,0,0,0,0,0,0,1,0
KIF20B,kinesin family member 20B,ENSG00000138182,nonessential,0,0,0,0,0,0.00,0.00,155,24.9,19.1,707,827,5,0.344083115,16.24973601,1,1,0,1,0,0,0,0,0,0,1.18E-20,-2.1
TEX10,testis expressed 10,ENSG00000136891,essential,0,0,0,0,0,0.00,0.00,129,25.1,21.4,620,733,109,2.710236251,1556.667063,1,0,1,1,0,0,0,0,0,0,1.77E-10,-0.6
DPH3,diphthamide biosynthesis 3,ENSG00000154813,essential,0,0,0,0,0,0.00,0.00,85,31.5,23.1,196,247,4,0.426740021,829.561454,2,1,1,2,0,0,0,0,0,0,1.27E-06,-0.7
RAD50,RAD50 double strand break repair protein,ENSG00000113522,nonessential,0,0,0,0,0,0.00,0.00,3653,32.4,20.6,1562,2430,33,1.360463753,3997.649586,2,1,1,2,0,0,0,0,0,0,1,0
SMARCD2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2",ENSG00000108604,nonessential,0,0,0,0,0,0.00,0.00,92,24.5,15.3,824,997,24,1.067228665,18994.04941,1,1,0,1,0,0,0,0,0,0,1,0
TSC2,tuberous sclerosis 2,ENSG00000103197,nonessential,4,0,0,0,0,0.00,0.00,1295,30.6,24.4,1755,2515,53,2.203306518,14959.76898,5,3,2,5,0,0,0,0.53,0,0.4,9.96E-07,0.7
MAU2,MAU2 sister chromatid cohesion factor,ENSG00000129933,essential,0,0,0,0,0,0.00,0.00,123,26.9,20.7,452,509,2,0.259172324,0,5,3,2,5,0,0,0,0,0,0,3.88E-10,0.6
NASP,nuclear autoantigenic sperm protein,ENSG00000132780,essential,0,0,0,0,0,0.00,0.00,327,23.9,15.5,713,927,57,2.045232011,10449.27344,1,0,1,1,0,0,0,0,0,0,1.43E-08,-1.1
AAGAB,alpha and gamma adaptin binding protein,ENSG00000103591,nonessential,0,0,0,0,0,0.00,0.00,33,27.4,18,270,314,7,0.518419324,225.8239151,2,1,1,2,0,0,0,0,0,0,4.93E-07,-0.5
PGK1,phosphoglycerate kinase 1,ENSG00000102144,essential,0,6,0,0,0,0.00,0.00,3012,21.8,17.1,1804,2919,30,1.239624072,4643.020056,2,1,1,2,0,0,0,0,0,0,3.80E-10,-1
UBE3D,ubiquitin protein ligase E3D,ENSG00000118420,nonessential,0,0,0,0,0,0.00,0.00,14,24.1,19.7,177,201,3,0.280895582,0.323031698,3,2,1,3,0,0,0,0,0,0,0.001236512,-0.6
EIF3K,eukaryotic translation initiation factor 3 subunit K,ENSG00000178982,nonessential,0,0,0,0,0,0.00,0.00,92,27,15,583,793,86,2.625950455,2194.947362,2,1,1,2,0,0,0,0,0,0,0.007616541,-0.2
FAM50A,family with sequence similarity 50 member A,ENSG00000071859,nonessential,0,0,0,0,0,0.00,0.00,42,26.3,16.2,273,300,6,0.419110298,756.0640463,1,0,1,1,0,0,0,0,0,0,1,0
ELAVL1,ELAV like RNA binding protein 1,ENSG00000066044,nonessential,0,3,0,0,0,0.00,0.00,826,27.5,17.9,3410,5882,172,4.995880925,22148.33282,2,1,1,2,0,0,0,0,0,0,1,0
CD3EAP,CD3e molecule associated protein,ENSG00000117877,essential,0,0,0,0,1,0.00,50.00,1,23.1,20.3,423,519,36,1.304578071,1697.63366,1,1,0,1,0,0,0,0,0,0,4.54E-13,-1.6
CSHL1,chorionic somatomammotropin hormone like 1,ENSG00000204414,nonessential,6,0,0,0,0,0.00,0.00,20,25.5,17.3,259,270,2,0.256114831,2.553292028,1,1,0,1,0,0,0,0,0,0,1,0
CBFB,core-binding factor beta subunit,ENSG00000067955,nonessential,0,3,0,0,0,0.00,0.00,1008,30,19.5,1051,1636,27,1.271395975,9984.010398,5,3,2,5,0,0,0,0,0,0,8.08E-09,-0.6
DDA1,DET1 and DDB1 associated 1,ENSG00000130311,nonessential,0,6,0,0,0,0.00,0.00,91,25.1,19.3,269,443,49,2.224633761,13252.87269,3,2,1,3,0,0,0,0,0,0,1,0
GRHL2,grainyhead like transcription factor 2,ENSG00000083307,nonessential,0,0,0,0,0,0.00,0.00,375,23.1,21.4,885,1197,3,0.528739571,60186.6592,2,1,1,2,0,0,0,0,0,0,1,0
NDUFAF7,NADH:ubiquinone oxidoreductase complex assembly factor 7,ENSG00000003509,essential,0,0,0,0,0,0.00,0.00,23,26.8,22.2,231,280,2,0.266124052,0,1,0,1,1,0,0,0,0,0,0,1,0
DYNLL1,dynein light chain LC8-type 1,ENSG00000088986,essential,5,6,0,0,0,0.00,0.00,245,33.3,18.7,1248,1676,107,4.657234703,115608.1796,2,1,1,2,0,0,0,0,0,0,6.93E-06,-0.4
MNT,MAX network transcriptional repressor,ENSG00000070444,nonessential,0,0,0,0,0,0.00,0.00,331,26.9,19.6,514,676,4,0.307463397,44.75465455,1,1,0,1,0,0,0,0,0,0,0.002619328,0.4
POLE3,"DNA polymerase epsilon 3, accessory subunit",ENSG00000148229,nonessential,0,9,0,0,0,0.00,0.00,62,26.4,16.9,619,709,13,0.73377899,2995.917537,2,1,1,2,0,0,0,0,0,0,6.46E-22,-1
PEX3,peroxisomal biogenesis factor 3,ENSG00000034693,nonessential,3,0,0,0,0,0.00,0.00,299,28,19.1,322,402,4,0.474235928,12689.78124,2,2,0,2,0,0,0,0,0,0,1.15E-06,-0.6
PEX2,peroxisomal biogenesis factor 2,ENSG00000164751,nonessential,3,0,0,0,0,0.00,0.00,354,32.9,23.5,451,575,10,0.554150393,106.469432,2,1,1,2,0,0,0,0,0,0,2.51E-04,0.5
DCPS,"decapping enzyme, scavenger",ENSG00000110063,nonessential,0,6,0,0,0,0.00,0.00,363,22.3,16.7,1004,1154,5,0.645828116,58191.47325,2,1,1,2,0,0,0,0,0,0,6.02E-04,-0.5
ATMIN,ATM interactor,ENSG00000166454,nonessential,0,0,0,0,0,0.00,0.00,92,23.3,17.8,434,554,3,0.262754162,23.65276148,3,2,1,3,0,0,0,0,0,0,1,0
BTAF1,B-TFIID TATA-box binding protein associated factor 1,ENSG00000095564,nonessential,0,0,0,0,0,0.00,0.00,57,24.6,17.2,384,442,7,0.472931152,5234.707569,3,2,1,3,0,0,0,0,0,0,1,0
INO80B,INO80 complex subunit B,ENSG00000115274,essential,0,6,0,0,0,0.00,0.00,53,28.3,18.5,300,401,16,0.780604613,2440.193038,1,1,0,1,0,0,0,0,0,0,3.61E-10,0.9
VN1R2,vomeronasal 1 receptor 2,ENSG00000196131,nonessential,4,2,0,0,0,0.00,0.00,11,25.8,15.4,75,78,0,0.15,0,1,1,0,1,0,0,0,0,0,0,1,0
TAF3,TATA-box binding protein associated factor 3,ENSG00000165632,nonessential,0,0,0,0,0,0.00,0.00,153,22.4,19.4,807,925,12,0.545139275,201.4813013,2,1,1,2,0,0,0,0,0,0,2.73E-07,-0.6
IKBKG,inhibitor of nuclear factor kappa B kinase subunit gamma,ENSG00000269335,nonessential,0,3,0,0,0,0.00,0.00,1980,30,18.3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
HSD17B4,hydroxysteroid 17-beta dehydrogenase 4,ENSG00000133835,nonessential,0,6,0,0,0,0.00,0.00,531,29.4,18.7,1036,1338,13,0.675161788,2713.032212,1,1,0,1,0,0,0,0,0,0,1,0
